BCV	text	func_morph	form_morph	strongs	lemma	normalized
Matt 9:20	αὐτοῦ·	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 9:21	ἔλεγεν	V-IAI-3S	V-IAI-3S	3004&5707	λέγω	ἔλεγεν	
Matt 9:21	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
Matt 9:21	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 9:21	ἑαυτῇ	F-3DSF	F-3DSF	1438	ἑαυτοῦ	ἑαυτῇ	
Matt 9:21	Ἐὰν	COND	COND	1437	ἐάν	Ἐάν	
Matt 9:21	μόνον	ADV	ADV	3440	μόνος	μόνον	
Matt 9:21	ἅψωμαι	V-AMS-1S	V-AMS-1S	680&5672	ἅπτω	ἅψωμαι	
Matt 9:21	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
Matt 9:21	ἱματίου	N-GSN	N-GSN	2440	ἱμάτιον	ἱματίου	
Matt 9:21	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 9:21	σωθήσομαι.	V-FPI-1S	V-FPI-1S	4982&5701	σῴζω	σωθήσομαι	
Matt 9:22	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 9:22	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 9:22	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
Matt 9:22	στραφεὶς	V-2APP-NSM	V-2APP-NSM	4762&5651	στρέφω	στραφείς	
Matt 9:22	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:22	ἰδὼν	V-2AAP-NSM	V-2AAP-NSM	3708&5631	ὁράω	ἰδών	
Matt 9:22	αὐτὴν	P-ASF	P-ASF	846	αὐτός	αὐτήν	
Matt 9:22	εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
Matt 9:22	Θάρσει,	V-PAM-2S	V-PAM-2S	2293&5720	θαρσέω	Θάρσει	
Matt 9:22	θύγατερ·	N-VSF	N-VSF	2364	θυγάτηρ	θύγατερ	
Matt 9:22	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Matt 9:22	πίστις	N-NSF	N-NSF	4102	πίστις	πίστις	
Matt 9:22	σου	P-2GS	P-2GS	4771	σύ	σου	
Matt 9:22	σέσωκέν	V-RAI-3S	V-RAI-3S	4982&5758	σῴζω	σέσωκεν	
Matt 9:22	σε.	P-2AS	P-2AS	4771	σύ	σε	
Matt 9:22	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:22	ἐσώθη	V-API-3S	V-API-3S	4982&5681	σῴζω	ἐσώθη	
Matt 9:22	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Matt 9:22	γυνὴ	N-NSF	N-NSF	1135	γυνή	γυνή	
Matt 9:22	ἀπὸ	PREP	PREP	575	ἀπό	ἀπό	
Matt 9:22	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Matt 9:22	ὥρας	N-GSF	N-GSF	5610	ὥρα	ὥρας	
Matt 9:22	ἐκείνης.	D-GSF	D-GSF	1565	ἐκεῖνος	ἐκείνης	
Matt 9:23	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:23	ἐλθὼν	V-2AAP-NSM	V-2AAP-NSM	2064&5631	ἔρχομαι	ἐλθών	
Matt 9:23	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 9:23	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
Matt 9:23	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 9:23	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 9:23	οἰκίαν	N-ASF	N-ASF	3614	οἰκία	οἰκίαν	
Matt 9:23	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 9:23	ἄρχοντος	N-GSM	N-GSM	758	ἄρχων	ἄρχοντος	
Matt 9:23	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:23	ἰδὼν	V-2AAP-NSM	V-2AAP-NSM	3708&5631	ὁράω	ἰδών	
Matt 9:23	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 9:23	αὐλητὰς	N-APM	N-APM	834	αὐλητής	αὐλητάς	
Matt 9:23	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:23	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 9:23	ὄχλον	N-ASM	N-ASM	3793	ὄχλος	ὄχλον	
Matt 9:23	θορυβούμενον	V-PPP-ASM	V-PEP-ASM	2350&5746	θορυβέω	θορυβούμενον	
Matt 9:24	ἔλεγεν·	V-IAI-3S	V-IAI-3S	3004&5707	λέγω	ἔλεγεν	
Matt 9:24	Ἀναχωρεῖτε·	V-PAM-2P	V-PAM-2P	402&5720	ἀναχωρέω	Ἀναχωρεῖτε	
Matt 9:24	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
Matt 9:24	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
Matt 9:24	ἀπέθανεν	V-2AAI-3S	V-2AAI-3S	599&5627	ἀποθνῄσκω	ἀπέθανεν	
Matt 9:24	τὸ	T-NSN	T-NSN	3588	ὁ	τό	
Matt 9:24	κοράσιον	N-NSN	N-NSN	2877	κοράσιον	κοράσιον	
Matt 9:24	ἀλλὰ	CONJ	CONJ	235	ἀλλά	ἀλλά	
Matt 9:24	καθεύδει.	V-PAI-3S	V-PAI-3S	2518&5719	καθεύδω	καθεύδει	
Matt 9:24	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:24	κατεγέλων	V-IAI-3P	V-IAI-3P	2606&5707	καταγελάω	κατεγέλων	
Matt 9:24	αὐτοῦ.	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 9:25	ὅτε	ADV	ADV	3753	ὅτε	ὅτε	
Matt 9:25	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 9:25	ἐξεβλήθη	V-API-3S	V-API-3S	1544&5681	ἐκβάλλω	ἐξεβλήθη	
Matt 9:25	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 9:25	ὄχλος,	N-NSM	N-NSM	3793	ὄχλος	ὄχλος	
Matt 9:25	εἰσελθὼν	V-2AAP-NSM	V-2AAP-NSM	1525&5631	εἰσέρχομαι	εἰσελθών	
Matt 9:25	ἐκράτησεν	V-AAI-3S	V-AAI-3S	2902&5656	κρατέω	ἐκράτησεν	
Matt 9:25	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Matt 9:25	χειρὸς	N-GSF	N-GSF	5495	χείρ	χειρός	
Matt 9:25	αὐτῆς,	P-GSF	P-GSF	846	αὐτός	αὐτῆς	
Matt 9:25	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:25	ἠγέρθη	V-API-3S	V-API-3S	1453&5681	ἐγείρω	ἠγέρθη	
Matt 9:25	τὸ	T-NSN	T-NSN	3588	ὁ	τό	
Matt 9:25	κοράσιον.	N-NSN	N-NSN	2877	κοράσιον	κοράσιον	
Matt 9:26	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:26	ἐξῆλθεν	V-2AAI-3S	V-2AAI-3S	1831&5627	ἐξέρχομαι	ἐξῆλθεν	
Matt 9:26	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Matt 9:26	φήμη	N-NSF	N-NSF	5345	φήμη	φήμη	
Matt 9:26	αὕτη	D-NSF	D-NSF	3778	οὗτος	αὕτη	
Matt 9:26	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 9:26	ὅλην	A-ASF	A-ASF	3650	ὅλος	ὅλην	
Matt 9:26	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 9:26	γῆν	N-ASF	N-ASF	1093	γῆ	γῆν	
Matt 9:26	ἐκείνην.	D-ASF	D-ASF	1565	ἐκεῖνος	ἐκείνην	
Matt 9:27	Καὶ	CONJ	CONJ	2532	καί	Καί	
Matt 9:27	παράγοντι	V-PAP-DSM	V-PAP-DSM	3855&5723	παράγω	παράγοντι	
Matt 9:27	ἐκεῖθεν	ADV	ADV	1564	ἐκεῖθεν	ἐκεῖθεν	
Matt 9:27	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Matt 9:27	Ἰησοῦ	N-DSM	N-DSM	2424	Ἰησοῦς	Ἰησοῦ	
Matt 9:27	ἠκολούθησαν	V-AAI-3P	V-AAI-3P	190&5656	ἀκολουθέω	ἠκολούθησαν	
Matt 9:27	δύο	A-NUI	A-NUI	1417	δύο	δύο	
Matt 9:27	τυφλοὶ	A-NPM	A-NPM	5185	τυφλός	τυφλοί	
Matt 9:27	κράζοντες	V-PAP-NPM	V-PAP-NPM	2896&5723	κράζω	κράζοντες	
Matt 9:27	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:27	λέγοντες	V-PAP-NPM	V-PAP-NPM	3004&5723	λέγω	λέγοντες	
Matt 9:27	Ἐλέησον	V-AAM-2S	V-AAM-2S	1653&5657	ἐλεέω	Ἐλέησον	
Matt 9:27	ἡμᾶς,	P-1AP	P-1AP	1473	ἐγώ	ἡμᾶς	
Matt 9:27	υἱὸς	N-NSM	N-NSM	5207	υἱός	υἱός	
Matt 9:27	Δαυείδ.	N-PRI	N-PRI	1138	Δαυίδ	Δαυείδ	
Matt 9:28	ἐλθόντι	V-2AAP-DSM	V-2AAP-DSM	2064&5631	ἔρχομαι	ἐλθόντι	
Matt 9:28	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 9:28	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 9:28	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 9:28	οἰκίαν	N-ASF	N-ASF	3614	οἰκία	οἰκίαν	
Matt 9:28	προσῆλθον	V-2AAI-3P	V-2AAI-3P	4334	προσέρχομαι	προσῆλθον	
Matt 9:28	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Matt 9:28	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 9:28	τυφλοί,	A-NPM	A-NPM	5185	τυφλός	τυφλοί	
Matt 9:28	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:28	λέγει	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	λέγει	
Matt 9:28	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
Matt 9:28	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 9:28	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
Matt 9:28	Πιστεύετε	V-PAI-2P	V-PAI-2P	4100&5719	πιστεύω	Πιστεύετε	
Matt 9:28	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Matt 9:28	δύναμαι	V-PNI-1S	V-PNI-1S	1410&5736	δύναμαι	δύναμαι	
Matt 9:28	τοῦτο	D-ASN	D-ASN	3778	οὗτος	τοῦτο	
Matt 9:28	ποιῆσαι;	V-AAN	V-AAN	4160&5658	ποιέω	ποιῆσαι	
Matt 9:28	λέγουσιν	V-PAI-3P	V-PAI-3P	3004&5719	λέγω	λέγουσιν	
Matt 9:28	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Matt 9:28	Ναί,	PRT	PRT	3483	ναί	Ναί	
Matt 9:28	Κύριε.	N-VSM	N-VSM	2962	κύριος	Κύριε	
Matt 9:29	τότε	ADV	ADV	5119	τότε	τότε	
Matt 9:29	ἥψατο	V-ADI-3S	V-ADI-3S	680&5662	ἅπτω	ἥψατο	
Matt 9:29	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Matt 9:29	ὀφθαλμῶν	N-GPM	N-GPM	3788	ὀφθαλμός	ὀφθαλμῶν	
Matt 9:29	αὐτῶν	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Matt 9:29	λέγων	V-PAP-NSM	V-PAP-NSM	3004&5723	λέγω	λέγων	
Matt 9:29	Κατὰ	PREP	PREP	2596	κατά	Κατά	
Matt 9:29	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 9:29	πίστιν	N-ASF	N-ASF	4102	πίστις	πίστιν	
Matt 9:29	ὑμῶν	P-2GP	P-2GP	4771	σύ	ὑμῶν	
Matt 9:29	γενηθήτω	V-AOM-3S	V-AOM-3S	1096&5676	γίνομαι	γενηθήτω	
Matt 9:29	ὑμῖν.	P-2DP	P-2DP	4771	σύ	ὑμῖν	
Matt 9:30	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:30	ἠνεῴχθησαν	V-API-3P	V-API-3P	455&5681	ἀνοίγω	ἠνεῴχθησαν	
Matt 9:30	αὐτῶν	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Matt 9:30	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 9:30	ὀφθαλμοί.	N-NPM	N-NPM	3788	ὀφθαλμός	ὀφθαλμοί	
Matt 9:30	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:30	ἐνεβριμήθη	V-AOI-3S	V-AOI-3S	1690&5675	ἐμβριμάομαι	ἐνεβριμήθη	
Matt 9:30	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
Matt 9:30	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 9:30	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
Matt 9:30	λέγων	V-PAP-NSM	V-PAP-NSM	3004&5723	λέγω	λέγων	
Matt 9:30	Ὁρᾶτε,	V-PAM-2P	V-PAM-2P	3708&5720	ὁράω	Ὁρᾶτε	
Matt 9:30	μηδεὶς	A-NSM-N	A-NSM-N	3367	μηδείς	μηδείς	
Matt 9:30	γινωσκέτω.	V-PAM-3S	V-PAM-3S	1097&5720	γινώσκω	γινωσκέτω	
Matt 9:31	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 9:31	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 9:31	ἐξελθόντες	V-2AAP-NPM	V-2AAP-NPM	1831&5631	ἐξέρχομαι	ἐξελθόντες	
Matt 9:31	διεφήμισαν	V-AAI-3P	V-AAI-3P	1310&5656	διαφημίζω	διεφήμισαν	
Matt 9:31	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Matt 9:31	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 9:31	ὅλῃ	A-DSF	A-DSF	3650	ὅλος	ὅλῃ	
Matt 9:31	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
Matt 9:31	γῇ	N-DSF	N-DSF	1093	γῆ	γῇ	
Matt 9:31	ἐκείνῃ.	D-DSF	D-DSF	1565	ἐκεῖνος	ἐκείνῃ	
Matt 9:32	Αὐτῶν	P-GPM	P-GPM	846	αὐτός	Αὐτῶν	
Matt 9:32	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 9:32	ἐξερχομένων,	V-PNP-GPM	V-PNP-GPM	1831&5740	ἐξέρχομαι	ἐξερχομένων	
Matt 9:32	ἰδοὺ	V-2AMM-2S	V-2AMM-2S	3708&5640	ὁράω	ἰδού	
Matt 9:32	προσήνεγκαν	V-AAI-3P	V-AAI-3P	4374&5656	προσφέρω	προσήνεγκαν	
Matt 9:32	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Matt 9:32	κωφὸν	A-ASM	A-ASM	2974	κωφός	κωφόν	
Matt 9:32	δαιμονιζόμενον.	V-PNP-ASM	V-PNP-ASM	1139&5740	δαιμονίζομαι	δαιμονιζόμενον	
Matt 9:33	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:33	ἐκβληθέντος	V-APP-GSN	V-APP-GSN	1544&5685	ἐκβάλλω	ἐκβληθέντος	
Matt 9:33	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
Matt 9:33	δαιμονίου	N-GSN	N-GSN	1140	δαιμόνιον	δαιμονίου	
Matt 9:33	ἐλάλησεν	V-AAI-3S	V-AAI-3S	2980&5656	λαλέω	ἐλάλησεν	
Matt 9:33	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 9:33	κωφός.	A-NSM	A-NSM	2974	κωφός	κωφός	
Matt 9:33	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:33	ἐθαύμασαν	V-AAI-3P	V-AAI-3P	2296&5656	θαυμάζω	ἐθαύμασαν	
Matt 9:33	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 9:33	ὄχλοι	N-NPM	N-NPM	3793	ὄχλος	ὄχλοι	
Matt 9:33	λέγοντες	V-PAP-NPM	V-PAP-NPM	3004&5723	λέγω	λέγοντες	
Matt 9:33	Οὐδέποτε	ADV-N	ADV-N	3763	οὐδέποτε	Οὐδέποτε	
Matt 9:33	ἐφάνη	V-2API-3S	V-2API-3S	5316&5648	φαίνω	ἐφάνη	
Matt 9:33	οὕτως	ADV	ADV	3779	οὕτω	οὕτως	
Matt 9:33	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 9:33	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Matt 9:33	Ἰσραήλ.	N-PRI	N-PRI	2474	Ἰσραήλ	Ἰσραήλ	
Matt 9:34	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 9:34	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 9:34	Φαρισαῖοι	N-NPM	N-NPM	5330	Φαρισαῖος	Φαρισαῖοι	
Matt 9:34	ἔλεγον	V-IAI-3P	V-IAI-3P	3004&5707	λέγω	ἔλεγον	
Matt 9:34	Ἐν	PREP	PREP	1722	ἐν	Ἐν	
Matt 9:34	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Matt 9:34	ἄρχοντι	N-DSM	N-DSM	758	ἄρχων	ἄρχοντι	
Matt 9:34	τῶν	T-GPN	T-GPN	3588	ὁ	τῶν	
Matt 9:34	δαιμονίων	N-GPN	N-GPN	1140	δαιμόνιον	δαιμονίων	
Matt 9:34	ἐκβάλλει	V-PAI-3S	V-PAI-3S	1544&5719	ἐκβάλλω	ἐκβάλλει	
Matt 9:34	τὰ	T-APN	T-APN	3588	ὁ	τά	
Matt 9:34	δαιμόνια.	N-APN	N-APN	1140	δαιμόνιον	δαιμόνια	
Matt 9:35	Καὶ	CONJ	CONJ	2532	καί	Καί	
Matt 9:35	περιῆγεν	V-IAI-3S	V-IAI-3S	4013&5707	περιάγω	περιῆγεν	
Matt 9:35	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 9:35	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
Matt 9:35	τὰς	T-APF	T-APF	3588	ὁ	τάς	
Matt 9:35	πόλεις	N-APF	N-APF	4172	πόλις	πόλεις	
Matt 9:35	πάσας	A-APF	A-APF	3956	πᾶς	πάσας	
Matt 9:35	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:35	τὰς	T-APF	T-APF	3588	ὁ	τάς	
Matt 9:35	κώμας,	N-APF	N-APF	2968	κώμη	κώμας	
Matt 9:35	διδάσκων	V-PAP-NSM	V-PAP-NSM	1321&5723	διδάσκω	διδάσκων	
Matt 9:35	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 9:35	ταῖς	T-DPF	T-DPF	3588	ὁ	ταῖς	
Matt 9:35	συναγωγαῖς	N-DPF	N-DPF	4864	συναγωγή	συναγωγαῖς	
Matt 9:35	αὐτῶν	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Matt 9:35	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:35	κηρύσσων	V-PAP-NSM	V-PAP-NSM	2784&5723	κηρύσσω	κηρύσσων	
Matt 9:35	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
Matt 9:35	εὐαγγέλιον	N-ASN	N-ASN	2098	εὐαγγέλιον	εὐαγγέλιον	
Matt 9:35	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Matt 9:35	βασιλείας	N-GSF	N-GSF	932	βασιλεία	βασιλείας	
Matt 9:35	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:35	θεραπεύων	V-PAP-NSM	V-PAP-NSM	2323&5723	θεραπεύω	θεραπεύων	
Matt 9:35	πᾶσαν	A-ASF	A-ASF	3956	πᾶς	πᾶσαν	
Matt 9:35	νόσον	N-ASF	N-ASF	3554	νόσος	νόσον	
Matt 9:35	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:35	πᾶσαν	A-ASF	A-ASF	3956	πᾶς	πᾶσαν	
Matt 9:35	μαλακίαν.	N-ASF	N-ASF	3119	μαλακία	μαλακίαν	
Matt 9:36	Ἰδὼν	V-2AAP-NSM	V-2AAP-NSM	3708&5631	ὁράω	Ἰδών	
Matt 9:36	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 9:36	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 9:36	ὄχλους	N-APM	N-APM	3793	ὄχλος	ὄχλους	
Matt 9:36	ἐσπλαγχνίσθη	V-AOI-3S	V-AOI-3S	4697&5675	σπλαγχνίζομαι	ἐσπλαγχνίσθη	
Matt 9:36	περὶ	PREP	PREP	4012	περί	περί	
Matt 9:36	αὐτῶν,	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Matt 9:36	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Matt 9:36	ἦσαν	V-IAI-3P	V-IAI-3P	1510&5707	εἰμί	ἦσαν	
Matt 9:36	ἐσκυλμένοι	V-RPP-NPM	V-RPP-NPM	4660&5772	σκύλλω	ἐσκυλμένοι	
Matt 9:36	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 9:36	ἐρριμμένοι	V-RPP-NPM	V-RPP-NPM	4496&5772	ῥίπτω	ἐρριμμένοι	
Matt 9:36	ὡσεὶ	ADV	ADV	5616	ὡσεί	ὡσεί	
Matt 9:36	πρόβατα	N-NPN	N-NPN	4263	πρόβατον	πρόβατα	
Matt 9:36	μὴ	PRT-N	PRT-N	3361	μή	μή	
Matt 9:36	ἔχοντα	V-PAP-NPN	V-PAP-NPN	2192&5723	ἔχω	ἔχοντα	
Matt 9:36	ποιμένα.	N-ASM	N-ASM	4166	ποιμήν	ποιμένα	
Matt 9:37	τότε	ADV	ADV	5119	τότε	τότε	
Matt 9:37	λέγει	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	λέγει	
Matt 9:37	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
Matt 9:37	μαθηταῖς	N-DPM	N-DPM	3101	μαθητής	μαθηταῖς	
Matt 9:37	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 9:37	Ὁ	T-NSM	T-NSM	3588	ὁ	Ὁ	
Matt 9:37	μὲν	PRT	PRT	3303	μέν	μέν	
Matt 9:37	θερισμὸς	N-NSM	N-NSM	2326	θερισμός	θερισμός	
Matt 9:37	πολύς,	A-NSM	A-NSM	4183	πολύς	πολύς	
Matt 9:37	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 9:37	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 9:37	ἐργάται	N-NPM	N-NPM	2040	ἐργάτης	ἐργάται	
Matt 9:37	ὀλίγοι·	A-NPM	A-NPM	3641	ὀλίγος	ὀλίγοι	
Matt 9:38	δεήθητε	V-AOM-2P	V-AOM-2P	1189&5676	δέομαι	δεήθητε	
Matt 9:38	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
Matt 9:38	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 9:38	Κυρίου	N-GSM	N-GSM	2962	κύριος	Κυρίου	
Matt 9:38	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 9:38	θερισμοῦ	N-GSM	N-GSM	2326	θερισμός	θερισμοῦ	
Matt 9:38	ὅπως	ADV	ADV	3704	ὅπως	ὅπως	
Matt 9:38	ἐκβάλῃ	V-2AAS-3S	V-2AAS-3S	1544&5632	ἐκβάλλω	ἐκβάλῃ	
Matt 9:38	ἐργάτας	N-APM	N-APM	2040	ἐργάτης	ἐργάτας	
Matt 9:38	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 9:38	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 9:38	θερισμὸν	N-ASM	N-ASM	2326	θερισμός	θερισμόν	
Matt 9:38	αὐτοῦ.	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 10:1	Καὶ	CONJ	CONJ	2532	καί	Καί	
Matt 10:1	προσκαλεσάμενος	V-ADP-NSM	V-ADP-NSM	4341&5666	προσκαλέω	προσκαλεσάμενος	
Matt 10:1	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 10:1	δώδεκα	A-NUI	A-NUI	1427	δώδεκα	δώδεκα	
Matt 10:1	μαθητὰς	N-APM	N-APM	3101	μαθητής	μαθητάς	
Matt 10:1	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 10:1	ἔδωκεν	V-AAI-3S	V-AAI-3S	1325&5656	δίδωμι	ἔδωκεν	
Matt 10:1	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
Matt 10:1	ἐξουσίαν	N-ASF	N-ASF	1849	ἐξουσία	ἐξουσίαν	
Matt 10:1	πνευμάτων	N-GPN	N-GPN	4151	πνεῦμα	πνευμάτων	
Matt 10:1	ἀκαθάρτων	A-GPN	A-GPN	169	ἀκάθαρτος	ἀκαθάρτων	
Matt 10:1	ὥστε	CONJ	CONJ	5620	ὥστε	ὥστε	
Matt 10:1	ἐκβάλλειν	V-PAN	V-PAN	1544&5721	ἐκβάλλω	ἐκβάλλειν	
Matt 10:1	αὐτὰ	P-APN	P-APN	846	αὐτός	αὐτά	
Matt 10:1	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 10:1	θεραπεύειν	V-PAN	V-PAN	2323&5721	θεραπεύω	θεραπεύειν	
Matt 10:1	πᾶσαν	A-ASF	A-ASF	3956	πᾶς	πᾶσαν	
Matt 10:1	νόσον	N-ASF	N-ASF	3554	νόσος	νόσον	
Matt 10:1	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 10:1	πᾶσαν	A-ASF	A-ASF	3956	πᾶς	πᾶσαν	
Matt 10:1	μαλακίαν.	N-ASF	N-ASF	3119	μαλακία	μαλακίαν	
Matt 10:2	Τῶν	T-GPM	T-GPM	3588	ὁ	Τῶν	
Matt 10:2	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 10:2	δώδεκα	A-NUI	A-NUI	1427	δώδεκα	δώδεκα	
Matt 10:2	ἀποστόλων	N-GPM	N-GPM	652	ἀπόστολος	ἀποστόλων	
Matt 10:2	τὰ	T-NPN	T-NPN	3588	ὁ	τά	
Matt 10:2	ὀνόματά	N-NPN	N-NPN	3686	ὄνομα	ὀνόματα	
Matt 10:2	ἐστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
Matt 10:2	ταῦτα·	D-NPN	D-NPN	3778	οὗτος	ταῦτα	
Matt 10:2	πρῶτος	A-NSM-S	A-NSM-S	4413	πρῶτος	πρῶτος	
Matt 10:2	Σίμων	N-NSM	N-NSM	4613	Σίμων	Σίμων	
Matt 10:2	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 10:2	λεγόμενος	V-PPP-NSM	V-PEP-NSM	3004&5746	λέγω	λεγόμενος	
Matt 10:2	Πέτρος	N-NSM	N-NSM	4074	Πέτρος	Πέτρος	
Matt 10:2	καὶ	CONJ	CONJ	2532	καί	καί	
